Merchant ID,Merchant Criteria,Merchant Type
X615119035,(UKE) Usaha Kecil,Miscellaneous
X608101479,(UKE) Usaha Kecil,Clothing
X605041922,(UMI) Usaha Mikro,Community Agencies
X608107407,(UKE) Usaha Kecil,Food & Beverages
X615119071,(UMI) Usaha Mikro,Miscellaneous
X204002802,(UME) Usaha Menengah,Food & Beverages
X204033047,(UME) Usaha Menengah,Restaurants
X4006359,(UME) Usaha Menengah,Supermarket/Grocery Stores
X4006185,(UME) Usaha Menengah,Department Stores
X4023206,(UME) Usaha Menengah,Supermarket/Grocery Stores
X4084976,(UME) Usaha Menengah,Supermarket/Grocery Stores
X4006052,(UME) Usaha Menengah,Department Stores
X4006417,(UME) Usaha Menengah,Supermarket/Grocery Stores
X4085221,(UME) Usaha Menengah,Food & Beverages
X4006268,(UME) Usaha Menengah,Supermarket/Grocery Stores
X4085346,(UME) Usaha Menengah,Food & Beverages
X4005971,(UME) Usaha Menengah,Supermarket/Grocery Stores
X614108668,(UMI) Usaha Mikro,Restaurants
X602138271,(UMI) Usaha Mikro,Miscellaneous
X4084950,(UME) Usaha Menengah,Food & Beverages
X4084844,(UME) Usaha Menengah,Food & Beverages
X616051890,(UME) Usaha Menengah,Restaurants
X603073606,(UMI) Usaha Mikro,Food & Beverages
X610114786,(UMI) Usaha Mikro,Community Agencies
X610114798,(UMI) Usaha Mikro,Restaurants
X610114796,(UMI) Usaha Mikro,Restaurants
X608101510,(UBE) Usaha Besar,OTHERS
X608101511,(UBE) Usaha Besar,OTHERS
X608101514,(UMI) Usaha Mikro,Clothing
X608101509,(UBE) Usaha Besar,Health Service
X614124617,(UKE) Usaha Kecil,Automobiles And Vehicles
X605069467,(UKE) Usaha Kecil,Restaurants
X605069457,(UKE) Usaha Kecil,Restaurants
X605046157,(UMI) Usaha Mikro,Entertainment
X617099559,(UMI) Usaha Mikro,Miscellaneous
X614103519,(UMI) Usaha Mikro,Food & Beverages
X214901305,(UBE) Usaha Besar,Restaurants
X204001329,(UKE) Usaha Kecil,Restaurants
X614111113,(UMI) Usaha Mikro,Miscellaneous
X602187686,(UMI) Usaha Mikro,Community Agencies
X608101536,(UMI) Usaha Mikro,Clothing
X607104875,(UKE) Usaha Kecil,Hotels & Motels
X615118876,(UKE) Usaha Kecil,Restaurants
X610115049,(UMI) Usaha Mikro,Miscellaneous
X609126072,(UMI) Usaha Mikro,Clothing
X610115880,(UMI) Usaha Mikro,Restaurants
X608103423,(UMI) Usaha Mikro,Miscellaneous
X609126136,(UKE) Usaha Kecil,Restaurants
X617099833,(UME) Usaha Menengah,OTHERS
X617099834,(UKE) Usaha Kecil,Restaurants
X609126157,(UMI) Usaha Mikro,Restaurants
X605069512,(UME) Usaha Menengah,Restaurants
X608101591,(UMI) Usaha Mikro,Restaurants
X609126188,(UMI) Usaha Mikro,Restaurants
X606123383,(UMI) Usaha Mikro,Food & Beverages
X604066012,(UME) Usaha Menengah,Health Service
X601073645,(UKE) Usaha Kecil,Restaurants
X601073651,(UKE) Usaha Kecil,Restaurants
X601073653,(UKE) Usaha Kecil,Restaurants
X618087180,(UME) Usaha Menengah,Restaurants
X618087295,(UME) Usaha Menengah,Miscellaneous
X608011448,(UMI) Usaha Mikro,Miscellaneous
X605069529,(UME) Usaha Menengah,Home Furnishing
X610027290,(UME) Usaha Menengah,Restaurants
X617099868,(UKE) Usaha Kecil,Restaurants
X608101607,(UBE) Usaha Besar,Restaurants
X609126286,(UKE) Usaha Kecil,Food & Beverages
X610033736,(UKE) Usaha Kecil,Restaurants
X617099948,(UME) Usaha Menengah,Stationaries/Office
X607104892,(UKE) Usaha Kecil,Restaurants
X604067342,(UKE) Usaha Kecil,Restaurants
X610111560,(UKE) Usaha Kecil,Restaurants
X609126288,(UKE) Usaha Kecil,Restaurants
X605069550,(UMI) Usaha Mikro,Food & Beverages
X605069553,(UMI) Usaha Mikro,Food & Beverages
X605069554,(UMI) Usaha Mikro,Food & Beverages
X605069556,(UMI) Usaha Mikro,Food & Beverages
X610027286,(UME) Usaha Menengah,Food & Beverages
X603057436,(UME) Usaha Menengah,OTHERS
X617100115,(UME) Usaha Menengah,Food & Beverages
X610115864,(UMI) Usaha Mikro,Miscellaneous
X601042416,(UKE) Usaha Kecil,Miscellaneous
X609127101,(UMI) Usaha Mikro,Restaurants
X609127104,(UMI) Usaha Mikro,Restaurants
X609127065,(UMI) Usaha Mikro,Telecommunication
X609127064,(UMI) Usaha Mikro,Restaurants
X617100189,(UME) Usaha Menengah,Restaurants
X607105222,(UMI) Usaha Mikro,Entertainment
X618087507,(UMI) Usaha Mikro,Miscellaneous
X617099545,(UME) Usaha Menengah,Miscellaneous
X610027317,(UKE) Usaha Kecil,Food & Beverages
X608103499,(UMI) Usaha Mikro,Miscellaneous
X614115871,(UMI) Usaha Mikro,Restaurants
X214483752,(UBE) Usaha Besar,Restaurants
X610115835,(UMI) Usaha Mikro,Miscellaneous
X608099957,(UMI) Usaha Mikro,Miscellaneous
X609127230,(UMI) Usaha Mikro,Restaurants
X605069258,(UMI) Usaha Mikro,Miscellaneous
X605069259,(UMI) Usaha Mikro,Miscellaneous
X609127201,(UMI) Usaha Mikro,Restaurants
X601116784,(UMI) Usaha Mikro,Miscellaneous
X617100402,(UKE) Usaha Kecil,Restaurants
X617100501,(UKE) Usaha Kecil,Restaurants
X614115870,(UMI) Usaha Mikro,Restaurants
X611062196,(UMI) Usaha Mikro,Miscellaneous
X604182746,(UKE) Usaha Kecil,Food & Beverages
X604182689,(UKE) Usaha Kecil,Food & Beverages
X617100492,(UME) Usaha Menengah,Transportation
X617100493,(UKE) Usaha Kecil,Restaurants
X609127940,(UMI) Usaha Mikro,Food & Beverages
X618087534,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X615118634,(UKE) Usaha Kecil,Restaurants
X618087594,(UME) Usaha Menengah,Restaurants
X608107411,(UKE) Usaha Kecil,Entertainment
X610195152,(UMI) Usaha Mikro,Community Agencies
X610195151,(UMI) Usaha Mikro,Community Agencies
X608103507,(UMI) Usaha Mikro,Miscellaneous
X608103512,(UMI) Usaha Mikro,Community Agencies
X605008582,(UMI) Usaha Mikro,Restaurants
X617100587,(UME) Usaha Menengah,Hobbies/Gift 
X606193824,(UKE) Usaha Kecil,Restaurants
X608103563,(UMI) Usaha Mikro,Miscellaneous
X609128673,(UMI) Usaha Mikro,Restaurants
X604067390,(UKE) Usaha Kecil,Restaurants
X609128824,(UMI) Usaha Mikro,Clothing
X609128825,(UMI) Usaha Mikro,Clothing
X608112143,(UKE) Usaha Kecil,Miscellaneous
X616054518,(UME) Usaha Menengah,Restaurants
X611077609,(UMI) Usaha Mikro,Restaurants
X610115833,(UMI) Usaha Mikro,Miscellaneous
X615118539,(UKE) Usaha Kecil,Restaurants
X610500634,(UBE) Usaha Besar,Restaurants
X615500570,(UBE) Usaha Besar,Restaurants
X210900429,(UBE) Usaha Besar,Restaurants
X605067864,(UKE) Usaha Kecil,Restaurants
X611062723,(UKE) Usaha Kecil,Home Furnishing
X611062704,(UKE) Usaha Kecil,Food & Beverages
X618087644,(UMI) Usaha Mikro,Restaurants
X602007099,(UMI) Usaha Mikro,Health Service
X618142718,(UMI) Usaha Mikro,Restaurants
X609129742,(UMI) Usaha Mikro,Restaurants
X608101934,(UKE) Usaha Kecil,Health Service
X607155729,(UKE) Usaha Kecil,Food & Beverages
X617101013,(UMI) Usaha Mikro,Restaurants
X610117027,(UKE) Usaha Kecil,Restaurants
X617100982,(UKE) Usaha Kecil,Restaurants
X617100983,(UME) Usaha Menengah,Restaurants
X612088696,(UMI) Usaha Mikro,Entertainment
X609129783,(UMI) Usaha Mikro,Food & Beverages
X606193789,(UBE) Usaha Besar,Health Service
X609129791,(UMI) Usaha Mikro,Restaurants
X605111273,(UKE) Usaha Kecil,Restaurants
X617100944,(UME) Usaha Menengah,Restaurants
X606193783,(UBE) Usaha Besar,Health Service
X617101120,(UME) Usaha Menengah,Restaurants
X608109098,(UMI) Usaha Mikro,Miscellaneous
X617100947,(UME) Usaha Menengah,Restaurants
X617100931,(UME) Usaha Menengah,Entertainment
X602500264,(UBE) Usaha Besar,Restaurants
X605075337,(UKE) Usaha Kecil,Restaurants
X609129962,(UME) Usaha Menengah,Restaurants
X614111099,(UME) Usaha Menengah,Clothing
X618142614,(UMI) Usaha Mikro,Miscellaneous
X608107400,(UMI) Usaha Mikro,Entertainment
X608103575,(UMI) Usaha Mikro,Restaurants
X606193724,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X602133387,(UMI) Usaha Mikro,Miscellaneous
X615118140,(UKE) Usaha Kecil,Restaurants
X616054654,(UKE) Usaha Kecil,Food & Beverages
X608109109,(UMI) Usaha Mikro,Miscellaneous
X608101983,(UMI) Usaha Mikro,Restaurants
X605008652,(UKE) Usaha Kecil,Restaurants
X607155107,(UMI) Usaha Mikro,Miscellaneous
X615118496,(UKE) Usaha Kecil,Clothing
X615118346,(UKE) Usaha Kecil,Miscellaneous
X609130896,(UMI) Usaha Mikro,Food & Beverages
X609131054,(UMI) Usaha Mikro,Restaurants
X610117010,(UME) Usaha Menengah,Community Agencies
X617101364,(UMI) Usaha Mikro,Restaurants
X602138588,(UMI) Usaha Mikro,Restaurants
X609131338,(UMI) Usaha Mikro,Telecommunication
X605075443,(UMI) Usaha Mikro,Entertainment
X605075433,(UMI) Usaha Mikro,Restaurants
X614127265,(UMI) Usaha Mikro,Restaurants
X609131417,(UMI) Usaha Mikro,Restaurants
X617109983,(UME) Usaha Menengah,Restaurants
X610027374,(UMI) Usaha Mikro,Restaurants
X615118207,(UMI) Usaha Mikro,Restaurants
X615118206,(UMI) Usaha Mikro,Restaurants
X615118205,(UMI) Usaha Mikro,Restaurants
X610115760,(UMI) Usaha Mikro,Telecommunication
X610115761,(UMI) Usaha Mikro,Restaurants
X616063752,(UKE) Usaha Kecil,Miscellaneous
X604067344,(UKE) Usaha Kecil,Restaurants
X605075936,(UMI) Usaha Mikro,Community Agencies
X609131633,(UMI) Usaha Mikro,Clothing
X608102154,(UMI) Usaha Mikro,Miscellaneous
X608102161,(UMI) Usaha Mikro,Miscellaneous
X608102136,(UMI) Usaha Mikro,Restaurants
X601116965,(UKE) Usaha Kecil,Miscellaneous
X617110181,(UME) Usaha Menengah,Miscellaneous
X617110223,(UME) Usaha Menengah,Health Service
X208003035,(UME) Usaha Menengah,Restaurants
X604066462,(UKE) Usaha Kecil,Restaurants
X210342929,(UBE) Usaha Besar,Restaurants
X609132040,(UMI) Usaha Mikro,Miscellaneous
X609132389,(UMI) Usaha Mikro,Health Service
X614265250,(UMI) Usaha Mikro,Restaurants
X609131466,(UMI) Usaha Mikro,Miscellaneous
X618142384,(UMI) Usaha Mikro,Clothing
X602075877,(UME) Usaha Menengah,Restaurants
X605039725,(UMI) Usaha Mikro,Food & Beverages
X615122750,(UKE) Usaha Kecil,Community Agencies
X609158542,(UMI) Usaha Mikro,Telecommunication
X602190096,(UME) Usaha Menengah,Restaurants
X602190094,(UME) Usaha Menengah,Restaurants
X607155884,(UMI) Usaha Mikro,Miscellaneous
X611062762,(UKE) Usaha Kecil,Clothing
X611062770,(UKE) Usaha Kecil,Restaurants
X617110332,(UMI) Usaha Mikro,Restaurants
X215340225,(UBE) Usaha Besar,Restaurants
X610117375,(UKE) Usaha Kecil,Restaurants
X617110365,(UME) Usaha Menengah,Restaurants
X617110449,(UMI) Usaha Mikro,Restaurants
X612089794,(UMI) Usaha Mikro,Restaurants
X612089797,(UMI) Usaha Mikro,Restaurants
X603130719,(UMI) Usaha Mikro,Clothing
X603130714,(UMI) Usaha Mikro,Electronic
X618142307,(UMI) Usaha Mikro,Food & Beverages
X618142297,(UBE) Usaha Besar,Restaurants
X602075895,(UMI) Usaha Mikro,Restaurants
X615122701,(UKE) Usaha Kecil,Restaurants
X610117105,(UKE) Usaha Kecil,Food & Beverages
X610117102,(UKE) Usaha Kecil,Food & Beverages
X605039733,(UMI) Usaha Mikro,Miscellaneous
X602050549,(UMI) Usaha Mikro,Restaurants
X614124589,(UME) Usaha Menengah,Restaurants
X601104646,(UKE) Usaha Kecil,Miscellaneous
X601104649,(UKE) Usaha Kecil,Miscellaneous
X617110429,(UME) Usaha Menengah,Hotels & Motels
X618142321,(UMI) Usaha Mikro,Miscellaneous
X609160407,(UME) Usaha Menengah,Electronic
X602134124,(UKE) Usaha Kecil,Restaurants
X617110568,(UMI) Usaha Mikro,Telecommunication
X615122598,(UKE) Usaha Kecil,Community Agencies
X605075464,(UMI) Usaha Mikro,Entertainment
X604067353,(UKE) Usaha Kecil,Miscellaneous
X604066458,(UKE) Usaha Kecil,Restaurants
X610153452,(UMI) Usaha Mikro,Automobiles And Vehicles
X610153453,(UMI) Usaha Mikro,Automobiles And Vehicles
X616059980,(UKE) Usaha Kecil,Stationaries/Office
X607153729,(UMI) Usaha Mikro,Restaurants
X608102227,(UMI) Usaha Mikro,Restaurants
X615122583,(UKE) Usaha Kecil,Hobbies/Gift 
X601073688,(UMI) Usaha Mikro,Entertainment
X611093569,(UKE) Usaha Kecil,Food & Beverages
X605077299,(UKE) Usaha Kecil,Miscellaneous
X610109991,(UKE) Usaha Kecil,Restaurants
X609158992,(UMI) Usaha Mikro,Food & Beverages
X606193486,(UKE) Usaha Kecil,Food & Beverages
X610117075,(UME) Usaha Menengah,Miscellaneous
X609164391,(UMI) Usaha Mikro,Restaurants
X609164412,(UMI) Usaha Mikro,Restaurants
X617110914,(UMI) Usaha Mikro,Restaurants
X614111571,(UKE) Usaha Kecil,Restaurants
X617110666,(UMI) Usaha Mikro,Restaurants
X202035267,(UBE) Usaha Besar,Shoes And Bag
X208231589,(UBE) Usaha Besar,Shoes And Bag
X605077371,(UKE) Usaha Kecil,Stationaries/Office
X601182497,(UKE) Usaha Kecil,Miscellaneous
X601182494,(UKE) Usaha Kecil,Miscellaneous
X602139485,(UMI) Usaha Mikro,Entertainment
X608011301,(UMI) Usaha Mikro,Restaurants
X618142195,(UKE) Usaha Kecil,Restaurants
X617110452,(UME) Usaha Menengah,Restaurants
X617110454,(UME) Usaha Menengah,Restaurants
X603130722,(UMI) Usaha Mikro,Restaurants
X610122711,(UMI) Usaha Mikro,Restaurants
X609162742,(UMI) Usaha Mikro,Restaurants
X206182693,(UBE) Usaha Besar,Restaurants
X209208131,(UBE) Usaha Besar,Restaurants
X211145115,(UBE) Usaha Besar,Restaurants
X214482374,(UBE) Usaha Besar,Restaurants
X217200963,(UBE) Usaha Besar,Restaurants
X214482390,(UBE) Usaha Besar,Restaurants
X612100347,(UMI) Usaha Mikro,Miscellaneous
X603101453,(UMI) Usaha Mikro,Food & Beverages
X606193423,(UMI) Usaha Mikro,Restaurants
X601183148,(UKE) Usaha Kecil,Miscellaneous
X601183253,(UKE) Usaha Kecil,Miscellaneous
X616063790,(UKE) Usaha Kecil,Miscellaneous
X616092341,(UME) Usaha Menengah,Restaurants
X615122428,(UMI) Usaha Mikro,Food & Beverages
X617111235,(UMI) Usaha Mikro,Telecommunication
X617111242,(UMI) Usaha Mikro,Telecommunication
X617111243,(UMI) Usaha Mikro,Restaurants
X609159428,(UMI) Usaha Mikro,Restaurants
X608103665,(UMI) Usaha Mikro,Restaurants
X618142186,(UME) Usaha Menengah,Miscellaneous
X614223570,(UME) Usaha Menengah,Health Service
X614127630,(UMI) Usaha Mikro,Restaurants
X615122440,(UKE) Usaha Kecil,Restaurants
X603144895,(UMI) Usaha Mikro,Miscellaneous
X607151929,(UKE) Usaha Kecil,Restaurants
X607151927,(UKE) Usaha Kecil,Restaurants
X607151923,(UKE) Usaha Kecil,Restaurants
X607151921,(UKE) Usaha Kecil,Restaurants
X607151919,(UKE) Usaha Kecil,Restaurants
X601182493,(UKE) Usaha Kecil,Miscellaneous
X601182492,(UKE) Usaha Kecil,Miscellaneous
X602194737,(UMI) Usaha Mikro,Miscellaneous
X617111474,(UMI) Usaha Mikro,Restaurants
X610153755,(UMI) Usaha Mikro,Restaurants
X610153753,(UMI) Usaha Mikro,Restaurants
X615122404,(UME) Usaha Menengah,Restaurants
X615122402,(UME) Usaha Menengah,Restaurants
X615122401,(UME) Usaha Menengah,Restaurants
X615122399,(UME) Usaha Menengah,Restaurants
X615122397,(UME) Usaha Menengah,Restaurants
X615122396,(UME) Usaha Menengah,Restaurants
X615122395,(UME) Usaha Menengah,Restaurants
X615122394,(UME) Usaha Menengah,Restaurants
X615122393,(UME) Usaha Menengah,Restaurants
X615122392,(UME) Usaha Menengah,Restaurants
X615122387,(UME) Usaha Menengah,Restaurants
X615122386,(UME) Usaha Menengah,Restaurants
X615122385,(UME) Usaha Menengah,Restaurants
X615122384,(UME) Usaha Menengah,Restaurants
X608102237,(UMI) Usaha Mikro,Restaurants
X612088311,(UME) Usaha Menengah,Watches & Jewelry
X605075940,(UKE) Usaha Kecil,Restaurants
X609162039,(UME) Usaha Menengah,Electronic
X609162052,(UMI) Usaha Mikro,Restaurants
X603139297,(UMI) Usaha Mikro,Restaurants
X608102255,(UKE) Usaha Kecil,Restaurants
X5014675,(UME) Usaha Menengah,Supermarket/Grocery Stores
X214003711,(UKE) Usaha Kecil,Electronic
X609167809,(UME) Usaha Menengah,Electronic
X615122292,(UKE) Usaha Kecil,Miscellaneous
X617110957,(UME) Usaha Menengah,Restaurants
X612089758,(UKE) Usaha Kecil,Food & Beverages
X617111526,(UMI) Usaha Mikro,Restaurants
X608151698,(UMI) Usaha Mikro,Restaurants
X608151697,(UMI) Usaha Mikro,Restaurants
X601183933,(UKE) Usaha Kecil,Restaurants
X601073695,(UKE) Usaha Kecil,Restaurants
X601073699,(UKE) Usaha Kecil,OTHERS
X616062112,(UBE) Usaha Besar,Travel
X609167846,(UMI) Usaha Mikro,Food & Beverages
X610123370,(UMI) Usaha Mikro,Restaurants
X604189250,(UKE) Usaha Kecil,Clothing
X614260247,(UKE) Usaha Kecil,OTHERS
X615119049,(UKE) Usaha Kecil,Miscellaneous
X618142090,(UMI) Usaha Mikro,Restaurants
X5055959,(UME) Usaha Menengah,Supermarket/Grocery Stores
X608103732,(UMI) Usaha Mikro,Miscellaneous
X605078484,(UME) Usaha Menengah,Restaurants
X609130996,(UMI) Usaha Mikro,Restaurants
X612100348,(UKE) Usaha Kecil,Restaurants
X602189864,(UMI) Usaha Mikro,Clothing
X602189587,(UMI) Usaha Mikro,Miscellaneous
X602189861,(UMI) Usaha Mikro,Miscellaneous
X617111727,(UMI) Usaha Mikro,Entertainment
X214484297,(UBE) Usaha Besar,Restaurants
X605078509,(UKE) Usaha Kecil,Restaurants
X605078511,(UKE) Usaha Kecil,Restaurants
X609124660,(UMI) Usaha Mikro,Automobiles And Vehicles
X612098466,(UME) Usaha Menengah,Restaurants
X612098460,(UME) Usaha Menengah,Restaurants
X612098459,(UME) Usaha Menengah,Restaurants
X612098449,(UME) Usaha Menengah,Restaurants
X612098434,(UME) Usaha Menengah,Restaurants
X612098431,(UME) Usaha Menengah,Restaurants
X612098430,(UME) Usaha Menengah,Restaurants
X612098428,(UME) Usaha Menengah,Restaurants
X612098422,(UME) Usaha Menengah,Restaurants
X612098420,(UME) Usaha Menengah,Restaurants
X612098419,(UME) Usaha Menengah,Restaurants
X612098418,(UME) Usaha Menengah,Restaurants
X612098417,(UME) Usaha Menengah,Restaurants
X612098416,(UME) Usaha Menengah,Restaurants
X612098413,(UME) Usaha Menengah,Restaurants
X612098412,(UME) Usaha Menengah,Restaurants
X612098407,(UME) Usaha Menengah,Restaurants
X612098406,(UME) Usaha Menengah,Restaurants
X612098405,(UME) Usaha Menengah,Restaurants
X612098402,(UME) Usaha Menengah,Restaurants
X612098401,(UME) Usaha Menengah,Restaurants
X612098398,(UME) Usaha Menengah,Restaurants
X612098396,(UME) Usaha Menengah,Restaurants
X612098393,(UME) Usaha Menengah,Restaurants
X612098392,(UME) Usaha Menengah,Restaurants
X612098390,(UME) Usaha Menengah,Restaurants
X612098389,(UME) Usaha Menengah,Restaurants
X612098385,(UME) Usaha Menengah,Restaurants
X612098383,(UME) Usaha Menengah,Restaurants
X612098382,(UME) Usaha Menengah,Restaurants
X612098378,(UME) Usaha Menengah,Restaurants
X612098376,(UME) Usaha Menengah,Restaurants
X612098374,(UME) Usaha Menengah,Restaurants
X612098373,(UME) Usaha Menengah,Restaurants
X612098372,(UME) Usaha Menengah,Restaurants
X612098370,(UME) Usaha Menengah,Restaurants
X612098369,(UME) Usaha Menengah,Restaurants
X612098365,(UME) Usaha Menengah,Restaurants
X612098362,(UME) Usaha Menengah,Restaurants
X612098356,(UME) Usaha Menengah,Restaurants
X612098355,(UME) Usaha Menengah,Restaurants
X612098354,(UME) Usaha Menengah,Restaurants
X612098350,(UME) Usaha Menengah,Restaurants
X612098348,(UME) Usaha Menengah,Restaurants
X612098345,(UME) Usaha Menengah,Restaurants
X612098344,(UME) Usaha Menengah,Restaurants
X612098340,(UME) Usaha Menengah,Restaurants
X612098337,(UME) Usaha Menengah,Restaurants
X612098333,(UME) Usaha Menengah,Restaurants
X612098330,(UME) Usaha Menengah,Restaurants
X612098328,(UME) Usaha Menengah,Restaurants
X612098325,(UME) Usaha Menengah,Restaurants
X612098322,(UME) Usaha Menengah,Restaurants
X612098321,(UME) Usaha Menengah,Restaurants
X612098312,(UME) Usaha Menengah,Restaurants
X612098310,(UME) Usaha Menengah,Restaurants
X612098309,(UME) Usaha Menengah,Restaurants
X612098308,(UME) Usaha Menengah,Restaurants
X612105264,(UME) Usaha Menengah,Restaurants
X612105258,(UME) Usaha Menengah,Restaurants
X612105252,(UME) Usaha Menengah,Restaurants
X612105251,(UME) Usaha Menengah,Restaurants
X612105245,(UME) Usaha Menengah,Restaurants
X612105244,(UME) Usaha Menengah,Restaurants
X612105254,(UME) Usaha Menengah,Restaurants
X612105241,(UME) Usaha Menengah,Restaurants
X612105243,(UME) Usaha Menengah,Restaurants
X612105242,(UME) Usaha Menengah,Restaurants
X612105465,(UME) Usaha Menengah,Restaurants
X612105463,(UME) Usaha Menengah,Restaurants
X612105461,(UME) Usaha Menengah,Restaurants
X612105459,(UME) Usaha Menengah,Restaurants
X612105455,(UME) Usaha Menengah,Restaurants
X612105446,(UME) Usaha Menengah,Restaurants
X612105445,(UME) Usaha Menengah,Restaurants
X612105444,(UME) Usaha Menengah,Restaurants
X612105439,(UME) Usaha Menengah,Restaurants
X612105437,(UME) Usaha Menengah,Restaurants
X612105435,(UME) Usaha Menengah,Restaurants
X612105433,(UME) Usaha Menengah,Restaurants
X612105432,(UME) Usaha Menengah,Restaurants
X612105429,(UME) Usaha Menengah,Restaurants
X612105427,(UME) Usaha Menengah,Restaurants
X612105426,(UME) Usaha Menengah,Restaurants
X612105424,(UME) Usaha Menengah,Restaurants
X612105422,(UME) Usaha Menengah,Restaurants
X612105421,(UME) Usaha Menengah,Restaurants
X612105415,(UME) Usaha Menengah,Restaurants
X612105414,(UME) Usaha Menengah,Restaurants
X612105412,(UME) Usaha Menengah,Restaurants
X612105410,(UME) Usaha Menengah,Restaurants
X612105408,(UME) Usaha Menengah,Restaurants
X612105405,(UME) Usaha Menengah,Restaurants
X612105404,(UME) Usaha Menengah,Restaurants
X612105403,(UME) Usaha Menengah,Restaurants
X612105402,(UME) Usaha Menengah,Restaurants
X612105398,(UME) Usaha Menengah,Restaurants
X612105395,(UME) Usaha Menengah,Restaurants
X612105394,(UME) Usaha Menengah,Restaurants
X612105389,(UME) Usaha Menengah,Restaurants
X612105385,(UME) Usaha Menengah,Restaurants
X612105383,(UME) Usaha Menengah,Restaurants
X612105380,(UME) Usaha Menengah,Restaurants
X612105375,(UME) Usaha Menengah,Restaurants
X612105374,(UME) Usaha Menengah,Restaurants
X612105371,(UME) Usaha Menengah,Restaurants
X612105369,(UME) Usaha Menengah,Restaurants
X612105367,(UME) Usaha Menengah,Restaurants
X612105366,(UME) Usaha Menengah,Restaurants
X612105407,(UME) Usaha Menengah,Restaurants
X612105388,(UME) Usaha Menengah,Restaurants
X612105365,(UME) Usaha Menengah,Restaurants
X612105363,(UME) Usaha Menengah,Restaurants
X612105362,(UME) Usaha Menengah,Restaurants
X612105361,(UME) Usaha Menengah,Restaurants
X612105358,(UME) Usaha Menengah,Restaurants
X612105354,(UME) Usaha Menengah,Restaurants
X612105353,(UME) Usaha Menengah,Restaurants
X612105352,(UME) Usaha Menengah,Restaurants
X612105351,(UME) Usaha Menengah,Restaurants
X612105349,(UME) Usaha Menengah,Restaurants
X612105347,(UME) Usaha Menengah,Restaurants
X612105346,(UME) Usaha Menengah,Restaurants
X612105345,(UME) Usaha Menengah,Restaurants
X612105341,(UME) Usaha Menengah,Restaurants
X612105332,(UME) Usaha Menengah,Restaurants
X612105331,(UME) Usaha Menengah,Restaurants
X612105330,(UME) Usaha Menengah,Restaurants
X612105328,(UME) Usaha Menengah,Restaurants
X612105327,(UME) Usaha Menengah,Restaurants
X612105325,(UME) Usaha Menengah,Restaurants
X612105319,(UME) Usaha Menengah,Restaurants
X612105316,(UME) Usaha Menengah,Restaurants
X612105314,(UME) Usaha Menengah,Restaurants
X612105310,(UME) Usaha Menengah,Restaurants
X612105309,(UME) Usaha Menengah,Restaurants
X612105308,(UME) Usaha Menengah,Restaurants
X612105304,(UME) Usaha Menengah,Restaurants
X612105303,(UME) Usaha Menengah,Restaurants
X612105298,(UME) Usaha Menengah,Restaurants
X612105297,(UME) Usaha Menengah,Restaurants
X612105296,(UME) Usaha Menengah,Restaurants
X612105294,(UME) Usaha Menengah,Restaurants
X612105293,(UME) Usaha Menengah,Restaurants
X612105289,(UME) Usaha Menengah,Restaurants
X612105286,(UME) Usaha Menengah,Restaurants
X612105281,(UME) Usaha Menengah,Restaurants
X612105280,(UME) Usaha Menengah,Restaurants
X612105276,(UME) Usaha Menengah,Restaurants
X612105275,(UME) Usaha Menengah,Restaurants
X612105270,(UME) Usaha Menengah,Restaurants
X612105269,(UME) Usaha Menengah,Restaurants
X612105335,(UME) Usaha Menengah,Restaurants
X616092246,(UMI) Usaha Mikro,Miscellaneous
X615121985,(UKE) Usaha Kecil,Restaurants
X618142006,(UBE) Usaha Besar,Restaurants
X607170175,(UMI) Usaha Mikro,Health Service
X614127643,(UMI) Usaha Mikro,Telecommunication
X616090109,(UMI) Usaha Mikro,Miscellaneous
X601183925,(UMI) Usaha Mikro,Restaurants
X607169691,(UMI) Usaha Mikro,Restaurants
X607169688,(UMI) Usaha Mikro,Restaurants
X607169686,(UMI) Usaha Mikro,Restaurants
X607169684,(UMI) Usaha Mikro,Restaurants
X607169680,(UMI) Usaha Mikro,Restaurants
X607169679,(UMI) Usaha Mikro,Restaurants
X607169677,(UMI) Usaha Mikro,Restaurants
X607169673,(UMI) Usaha Mikro,Restaurants
X607169672,(UMI) Usaha Mikro,Restaurants
X607169670,(UMI) Usaha Mikro,Restaurants
X607169669,(UMI) Usaha Mikro,Restaurants
X607169668,(UMI) Usaha Mikro,Restaurants
X607169667,(UMI) Usaha Mikro,Restaurants
X607169690,(UMI) Usaha Mikro,Restaurants
X607169685,(UMI) Usaha Mikro,Restaurants
X618141910,(UMI) Usaha Mikro,Restaurants
X611108173,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X616011494,(UMI) Usaha Mikro,Miscellaneous
X616092048,(UMI) Usaha Mikro,Miscellaneous
X605078556,(UME) Usaha Menengah,Restaurants
X609170386,(UMI) Usaha Mikro,Restaurants
X612111239,(UME) Usaha Menengah,Restaurants
X612111240,(UME) Usaha Menengah,Restaurants
X609170164,(UME) Usaha Menengah,Electronic
X607169627,(UMI) Usaha Mikro,Restaurants
X609169601,(UMI) Usaha Mikro,Electronic
X607169531,(UMI) Usaha Mikro,Restaurants
X610161758,(UKE) Usaha Kecil,Restaurants
X610161761,(UKE) Usaha Kecil,Restaurants
